,text,score
135,samsung electronic india enterprise business head quits,0.0
136,samsonite international appoints ramesh tainwala as global coo,0.0
137,soiles bhattacharya takes interim charge of sail,0.0
138,sail sets rs  000 crore fpo process in motion,0.0
139,expert s take  rupee dollar pair to test 30 50 levels,0.0
140,budget mustn t sell rupee short,0.0
141,cabinet decides on rupee sign today,0.0
142,rupee little changed in intraday trade,0.0
143,rupee ends little changed  fund flows in focus,0.0
144,rupee swings hand arbitrage advantage to day traders,0.0
145,output not stretched  says rubber board,0.0
146,rp sanjiv goenka group to begin new csr initiatives,0.0
147,ravi venkatesan joins rockefeller foundation board,0.0
148,agm can open new chapter for ril shareholders,0.0
149,should you opt for richly valued stocks ,0.0
150,rs 26 crore dividend cheque from repco bank,0.0
151,wilmar deal  not much for renuka investors,0.0
152,religare securities launches virtual stock trading platform,0.0
153,sandip bansal joins religare capital markets,0.0
154,religare s top four picks for ,0.0
155,reliance industries announces year us dollar bond,0.0
156,reed exhibitions looks to expand in india,0.0
157,reckitt benckiser names nitish kapoor as india md,0.0
158,which is better  real estate or stocks ,0.0
159,rbi  bourses weigh dollar delivery in futures trade,0.0
160,rbi deputy governor anand sinha retires,0.0
161,cash rates stabilise after rbi s msf auction,0.0
162,rbi moves to curb novel bond structure,0.0
163,what to expect from rbi policy tomorrow,0.0
164,rbi bets on  shut period  to improve liquidity,0.0
165,rbi tightens provisioning norms for unhedged forex exposure,0.0
166,raw material bull market fades as supply expands,0.0
167,ranbaxy for short term  deepak mohoni,0.0
168,upside capped at for ramsarup  siddth capital,0.0
169,rallis india to launch branded pomegranates,0.0
170,stay with quality stocks  deven choksey,0.0
171,puravankara projects gives  dividend to non promoters,0.0
172,pulses futures remain steady in thin trade,0.0
173,pulses remain flat in thin trade,0.0
174,pulses remain steady in thin trade,0.0
175,pulses prices end steady in tight movements,0.0
176,prices of pulses remain steady in thin trade,0.0
177,ptc india appoints deepak amitabh as cmd,0.0
178,finally  psu etf launched  subscription from next week,0.0
179,psu bonds match equity returns in fourth quarter,0.0
180,principal mf appoints pvk mohan as head equity,0.0
181,pricewaterhousecoopers to conduct special audit of mcx,0.0
182,neutral on power sector  pankaj pandey  icici direct,0.0
183,overseas funds plug into power gear makers,0.0
184,participate in power through other sectors  vijai mantri,0.0
185,pnb  asset quality improves but payout cut disturbing,0.0
186,long term investors may go for pmc infratechs ipo,0.0
187,sameer garde appointed philips healthcare south asia president,0.0
188,things that influence pharmaceutical sector growth story,0.0
189,seven rules for investing in penny stocks,0.0
190,pegasystems inc acquires meshlabs software,0.0
191,parabolic drugs ipo opens on june ,0.0
192,onmobile appoints sanjay bhambri as regional vp,0.0
193,sudhir vasudeva to head ongc,0.0
194,britain ftse regains traction as oil steadies,0.0
195,experts  call on oil marketing companies,0.0
196,oil ends steady in thin trade,0.0
197,oil prices mixed in asian trade,0.0
198,oil takes breather in asian trade,0.0
199,oil prices turn mixed in asian trade,0.0
200,put oi concentration at shows support,0.0
201,obc may go for fpo post capital infusion,0.0
202,ntpc files for fpo,0.0
203,nsel appoints five new independent directors,0.0
204,nse sees senior level changes,0.0
205,nse operationalises sme platform with first listing,0.0
206,options suggest range of 000 300 for nse,0.0
207,nse directs brokers to implement risk reduction mode,0.0
208,nse to begin overnight investment facility from monday,0.0
209,nomura sees sensex at 500 by year end,0.0
210,nothing alarming about nifty level  deepak mohoni  trendwatchindia com,0.0
211,nifty likely to trade in 7700 range,0.0
212,nifty will revisit 7940 levels  mitesh thacker,0.0
213,today s bet  5300 level crucial for nifty,0.0
214, 5500 is possible on nifty  aptart technical services,0.0
215,immediate target for nifty at 935 940  mitesh thacker,0.0
216,nifty may retest levels of  mitesh thacker,0.0
217,nifty might consolidate between 8980 levels  mitesh thacker,0.0
218,nifty to find next support at level,0.0
219,nifty50 to find support at 950 930  mitesh thacker,0.0
220,pre market  nifty seen opening flat  economic survey eyed,0.0
221,pre market  nifty seen opening flat  may reclaim ,0.0
222,see nifty heading towards 5150 levels  ashwani gujral,0.0
223,nhpc  timely completion of projects crucial for company,0.0
224,network18 names anuj gandhi as group distribution director,0.0
225,should you buy nestle india now ,0.0
226,t nandakumar to be appointed nddb chairman,0.0
227,ncdex mulls relaunch of brent contract soon,0.0
228,exporters  traders flock to ncdex s forwards segment,0.0
229,ncdex launches new membership category for forwards segment,0.0
230,ncdex spot turnover may reach rs 000 crore,0.0
231,nasdaq eyes running dark pools for banks  wsj,0.0
232,nasdaq record  then and now,0.0
233,mts appoints heads of karnataka  up  west  circles,0.0
234,kuldip singh named new cmd of mtnl,0.0
235,d street shakeup may be triggered by msci rejig,0.0
236,mrpl records rs crore net profit,0.0
237,for mphasis  watch for 350 level  ashwani gujral,0.0
238,moser baer postpones bondholders meet on debt restructuring,0.0
239,centre  states gear up for moil offer,0.0
240,mini indian rupee futures launched in dubai,0.0
241,mindtree board accepts sootas resignation,0.0
242,microsoft is tuning its phones for india coverage,0.0
243,mercedes india appoints new heads for sales  marketing,0.0
244,mep infrastructure s rs crore ipo opens tomorrow,0.0
245,july   mecklai financial report on rupee,0.0
246,july   mecklai financial report on rupee,0.0
247,july   mecklai financial report on rupee,0.0
248,july   mecklai financial report on rupee,0.0
249,july   mecklai financial report on rupee,0.0
250,june   mecklai financial report on rupee,0.0
251,june   mecklai financial report on rupee,0.0
252,june   mecklai financial report on rupee,0.0
253,mecklai financial report  september  ,0.0
254,mecklai financial report  novermber  ,0.0
255,mecklai financial report  october  ,0.0
256,mecklai financial report  october  ,0.0
257,mecklai financial report  september  ,0.0
258,mecklai financial report  september  ,0.0
259,april   mecklai financial report on rupee,0.0
260,april   mecklai financial report on rupee,0.0
261,april   mecklai financial report on rupee,0.0
262,august   mecklai financial report on rupee,0.0
263,august   mecklai financial report on rupee,0.0
264,february   mecklai financial report on rupee,0.0
265,january   mecklai financial report on rupee,0.0
266,january   mecklai financial report on rupee,0.0
267,january   mecklai financial report on rupee,0.0
268,january   mecklai financial report on rupee,0.0
269,march   mecklai financial report on rupee,0.0
270,march   mecklai financial report on rupee,0.0
271,may   mecklai financial report on rupee,0.0
272,november   mecklai financial report on rupee,0.0
273,november   mecklai financial report on rupee,0.0
274,november   mecklai financial report on rupee,0.0
275,november   mecklai financial report on rupee,0.0
276,september   mecklai financial report on rupee,0.0
277,mcx sxccl seeks candidates for managing director  ceo post,0.0
278,mcx sx is well ring fenced from nsel crisis  sebi,0.0
279,mcx shares financial details with ftil financial adviser,0.0
280,mcx cfo hemant vastani resigns,0.0
281,mcx migrates to latest version of exchange software,0.0
282,mcx plans to launch spot trading in gold ,0.0
283,mcafee appoints anand prahlad as india operations head,0.0
284,maytas infra to consider share issue july ,0.0
285,max life insurance proposes maiden dividend for shareholders,0.0
286,maruti gujarat plans  will small investors be shortchanged ,0.0
287,games fund managers play in maruti,0.0
288,maruti may get re rated post diwali  prakash diwan,0.0
289,market downside capped likely at levels,0.0
290,market on a consolidating mode  mitesh thacker,0.0
291,marico kaya to be listed on bourses,0.0
292,manappuram finance launches another public issue,0.0
293,manappuram finance launches another public issue,0.0
294,makemytrip posts q4 net profit of  7 mn,0.0
295,mahanagar gas files ipo papers with sebi,0.0
296,madras stock exchange to close doors ,0.0
297,macquarie initiates neutral rating on lupin,0.0
298,m m probably retest levels around  ashwani gujral,0.0
299,hosiery maker lux industries to debut on nse,0.0
300,lux industries lists on nse at rs 05,0.0
301,us generic launches are key to lupin growth,0.0
302,lamy names william penn official distributor in india,0.0
303,shareholding norms  l t finance holdings explores various options,0.0
304,l t  analysts  views   recommendations on the stock,0.0
305,five things to know about kyc registration agency,0.0
306,kirloskar engines india turns kirloskar oil engines india,0.0
307,kalindee rail is thinly traded  sandeep wagle  aptart,0.0
308,jyothy laboratories rejigs top management,0.0
309,jpmorgan shuffles cfo  other execs,0.0
310,jk tyre   industries to consider stock split,0.0
311,jindal saw appoints neeraj kumar as group ceo,0.0
312,jgbs mixed  underpinned by solid year auction results,0.0
313,jgbs steady at lofty levels as stocks slump,0.0
314,q1 earnings analysis  jammu and kashmir bank,0.0
315,jaggery prices steady in thin trade,0.0
316,itc q2 profit at rs 425 crore,0.0
317,what can be expected from itc q3 results ,0.0
318,be tactful on it stocks  deven choksey,0.0
319,stock specific action likely on it counters  nitin raheja,0.0
320,stock specific action likely on it counters  nitin raheja,0.0
321,decoding the cryogenic engine used in isro launch,0.0
322,ircon declares rs crore dividend for 12,0.0
323,ingersoll rand appoints madhusudan rao as cfo,0.0
324,check out experts  recommendations on infra stocks,0.0
325,infosys  s gopalakrishnan is the new cii president,0.0
326,infosys appoints kanchinadam as chief compliance officer,0.0
327,infosys elevates pravin rao as whole time director,0.0
328,what brokerages are expecting from infosys q4 results,0.0
329,why long term investors should stay invested in infosys,0.0
330,smart things to know about inflation indexed bonds,0.0
331,inflation indexed bonds to be modified  rbi dg,0.0
332,infinite computer to enter market,0.0
333,indigo staff keep off airline s ipo,0.0
334,calculus that drives indian railways,0.0
335,mark mobius expects 20  returns from indian markets,0.0
336,mark mobius expects 20  returns from indian markets,0.0
337,indian market retains trillion dollar tag  for now,0.0
338,jignesh shah quits indian energy exchange board,0.0
339,how india inc can woo more international investors,0.0
340,iifl commodities behind nsel defamation notice ,0.0
341,two iifl subsidiaries get investment adviser licence,0.0
342,iifcl launches infrastructure bonds,0.0
343,anshu jain joins iif board,0.0
344,iias names hetal dalal as coo,0.0
345,chandrakala padia to be iias first woman chairperson,0.0
346,narendra kumar takes over as igl managing director,0.0
347,2g auction will not impact idea cellular,0.0
348,idbi federal life elevates vighnesh shahane as ceo,0.0
349,bor awaits legal view for icici bor merger,0.0
350,what to expect from icici bank q3 results ,0.0
351,rajnikant patel tipped to become icex ceo,0.0
352,ibma reconstitutes board  appoints four new directors,0.0
353,hyundai motor india promotes r sethuraman  rakesh srivastava,0.0
354,hyundai elevates r sethuraman to board of directors,0.0
355,two senior executives quit huls modern trade division,0.0
356,hong kong shares end mixed as insurers weigh,0.0
357,hindujas to raise  bn through petromin ipo,0.0
358,hinduja ventures q3 profit at rs 53 crore,0.0
359,range bound markets help consolidate  hdfc standard life,0.0
360,hcl ropes in chandrasekaran as no  ,0.0
361,sant singh chatwal led hampshire hotels appoints new ceo,0.0
362,gur prices ends quiet on scattered buying,0.0
363,kk maheshwari appointed as grasim md,0.0
364,india valuations are less compelling  says goldman sachs,0.0
365,china eyes gold market clout with new exchange,0.0
366,should you bet on gold loan companies ,0.0
367,catch the glow of gold,0.0
368,gold trading flat  reflecting overseas trend,0.0
369,elections results to influence gold prices  study,0.0
370,gold steadies above  250 oz before us jobs report,0.0
371,gold steadies ahead of expected hawkish fed moves,0.0
372,gold steadies as buoyant equities balance ukraine tensions,0.0
373,gmr  investors rework their investment in gel,0.0
374,sridhar krishnamoorthy to head gerdau steel india,0.0
375,geojit posts rs crore profit in q2,0.0
376,general insurance corporation to offer catastrophe bonds,0.0
377,mcx sx distances itself from ftil  plans makeover,0.0
378,ftils warrants sale hangs in balance,0.0
379,foodgrain prices rule steady in wholesale market,0.0
380,what lies ahead for fmcg stocks,0.0
381,weak monsoon could halt rally in fmcg stocks,0.0
382,fmc revises norms for surrendering membership of commexes,0.0
383,fmc unveils uniform warehouse accreditation norms for bourses,0.0
384,fmc mulls centre specific commodity forward trades,0.0
385,we are reviewing shareholding guidelines  fmc chairman,0.0
386,flipkart names rajnish baweja as its finance controller,0.0
387,firstsource  should you invest at the current levels ,0.0
388,finolex cables q4 pat at rs 68 cr,0.0
389,financial technologies appears befor sebi in mcx sx case,0.0
390,financial technologies receives non binding bids for its stake,0.0
391,ficci establishes centre for corporate governance,0.0
392,fiat chrysler launches ferrari ipo,0.0
393,fed decision unlikely to calm markets  fund managers,0.0
394,fatpipe to raise rs cr through ipo,0.0
395,brokerspicks  morgan stanley has equal weight on exide industries,0.0
396,everstone names l  brooks entwistle as group ceo,0.0
397,are europe focused funds a good bet ,0.0
398,staying active in flat european stock markets,0.0
399,european stock markets flat as glum outlook weighs,0.0
400,european shares steady ahead of ecb decision,0.0
401,european shares steady  all eyes on ecb,0.0
402,euronext names new head of post trade business,0.0
403,euro back around  37 as ecb meets again,0.0
404,euro is not too strong  luc coene,0.0
405,euro remains steady ahead of ecb policy meeting,0.0
406,eurex exchange says currently experiencing technical issues,0.0
407,important support for eur usd lies at  3588 ,0.0
408,ravi ruia quits as essar energy chief,0.0
409,rajeev vasudeva appointed ceo of egon zehnder,0.0
410,day trading guide by edelweiss securities,0.0
411,day trading guide from edelweiss securities,0.0
412,dtc will not impact foreign investor fund inflows,0.0
413,dsp blackrock moves sebi for retirement fund,0.0
414,dry fruit prices rule steady in tight movements,0.0
415,a look at the dow 000 point milestones,0.0
416,how the dollar impacts you,0.0
417,dollar moves narrowly in asia trade,0.0
418,dollar steady in asia ahead of fed minutes,0.0
419,dollar supported by ecb talk  japan election speculation,0.0
420,pramod bhasin to head dlf s rental business,0.0
421,dhanlaxmi bank board orders year expenditure audit,0.0
422,dhabriya polywood lists on sme platform of bse,0.0
423,deutsche sets sensex target at 000 by december,0.0
424,cyclicals to wait for concrete fundamentals  nitin raheja,0.0
425,crude reserves filling to begin after march ,0.0
426,crisil launches first inflation linked government securities index,0.0
427,commonfloor com plans to launch ipo in 5 years,0.0
428,commodities futures now part of supply chain,0.0
429,look beyond annual contracts in commodity buying ,0.0
430,mixed trend prevailed in commodities market this week,0.0
431,commexes extended trade hours hit a roadblock,0.0
432,comfort comtrade lists on bse s sme platform,0.0
433,colgate palmolive india appoints prabha parameswaran as md,0.0
434,coffee day to list shares on monday,0.0
435,coffee day ipo  should you subscribe or avoid ,0.0
436,cnx it holding the market  ashwani gujral,0.0
437,clsa picks top investment themes for ,0.0
438,sameer goel takes over as cipla india head,0.0
439,cipla to meet revised targets,0.0
440,cipla appoints adil zainulbhai as an independent director,0.0
441,sameer goel takes over as cipla s india head,0.0
442,despite discount  cil staff cool to ipo,0.0
443,ajay shriram takes over as new cii president,0.0
444,china yuan sees respite from recent bruising,0.0
445,china yuan flat despite a two month low midpoint,0.0
446,china yuan pinned steady by central bank guidance,0.0
447,china stocks close mixed ahead of  connector  launch,0.0
448,china stock offers to resume next week  companies,0.0
449,china overseas land braves market with euro bonds,0.0
450,china markets calm in thin trade,0.0
451,cerebra snaps winning streak as traders corner co,0.0
452,central depository services plans rs crore ipo,0.0
453,care reports flat net in q3,0.0
454,carborundum universal posts rs cr q4 profit,0.0
455,caldwell looks to raise stake in bse,0.0
456,bsnl ipo may happen next fiscal  disinvestment secretary,0.0
457,muhurat trading at bse and nse on diwali,0.0
458,bse sensex rangebound  nifty holds levels,0.0
459,bse revises circuit limit for stocks,0.0
460,bse increases lot size of foreign index derivatives contracts,0.0
461,bse plans international exchange in gujarat  commodity bourse,0.0
462,bse to begin charging for currency derivatives trade,0.0
463,bse to introduce new group  w  from friday,0.0
464,bse tweaks minimum base capital rules for brokers,0.0
465,bs transcomm debuts at rs share on nse,0.0
466,bs transcomm ipo looks costlier than peers nirmal bang,0.0
467,vinita bali steps down as britannia managing director,0.0
468,record open interest points to brent price support,0.0
469,bonds now move in tandem with stocks,0.0
470,bonds little changed  treasury bills auction in focus,0.0
471,bond yields steady ahead of buyback results,0.0
472,bond yields steady  treasury bill outcome watched,0.0
473,bond yields little changed  buyback news to support,0.0
474,fruitful talks held with bharti on mobile industry,0.0
475,bgr energy can test levels  mitesh thacker,0.0
476,several belgian companies tie up with domestic companies,0.0
477,barclays appoints heads of equities for india  korea,0.0
478,analysts  recommendations on banking stocks,0.0
479,too early to buy banking stocks  deepak mohoni,0.0
480,bank nifty may consolidate  mitesh thacker,0.0
481,stock specific action likely  all eyes on bank nifty,0.0
482,bajaj auto q2 net at rs crore,0.0
483,bafna pharmaceuticals proposes to raise funds,0.0
484,australia shares end flat ahead of bank results,0.0
485,australia shares seen steady ahead of emergency summit,0.0
486,aster silicates ipo opens on thursday,0.0
487,gst is a brahmastra to kick start gdp  assocham,0.0
488,asian stocks mixed after wall street records,0.0
489,hold on to asian paints  deven choksey,0.0
490,asian paints q3 net at rs 35 cr,0.0
491,asian currencies mixed  await us jobs data,0.0
492,asia shares mixed after new wall street record,0.0
493,asia index launches s p bse dividend stability index,0.0
494,asia to test bond record again in ,0.0
495,ashoka buildcon to issue shares to institutional investors,0.0
496,ashok leyland vice chairman v sumantran resigns,0.0
497,dheeraj hinduja appointed chairman of ashok leyland,0.0
498,arthveda capital to launch smart alpha indices,0.0
499,apple inc announces seven part bond for buybacks  dividends,0.0
500,fundamentally markets are fairly priced  angel broking,0.0
501,ameriprise financial closes financial planning division in india,0.0
502,amar ujala files ipo papers with sebi,0.0
503,sanjiv mediratta joins amalgamated bean coffee trading company,0.0
504,india s lalita gupte finds place in alstom s board,0.0
505,akzonobel india appoints jayakumar krishnaswamy as managing director,0.0
506,air india bond sale extended to september ,0.0
507,adlabs entertainment to make market debut on monday,0.0
508,adag identifies rogue brokers  seeks sebi action,0.0
509,abn amro ipo values bank at  9 billion,0.0
510,early triggers coming into abg shipyard  rajesh jain,0.0
511,abb relying on short term orders to lower risk,0.0
512,a2z engg plans rs cr public issue,0.0
513,markets may move in 8200 range,0.0
514,3i infotech to begin talks for bond refinancing  source,0.0
515, 5300 the big base for nifty this year  il fs,0.0
516, to cash level for nifty  ashwani gujral,0.0
517,abhay kumar singh is new ceo of sbi cards,0.0
518,alibaba set to price ipo shares amid investor frenzy,0.0
519,alkem laboratories prices ipo at rs 050 per share,0.0
520,ambit capital appoints saurabh mukherjea as head of equities,0.0
521,amit akali calls it quits at grey worldwide india,0.0
522,anil dua quits hero motocorp  to pursue career abroad,0.0
523,ansuman das takes over as full time cmd of nalco,0.0
524,arbitrageurs building positions in natural gas counter on mcx,0.0
525,arcil to pick stake in spic  come on board,0.0
526,arun gupta appointed cmd of shipping corporation of india,0.0
527,ashok vidyasagar appointed as senior vp of endemol india,0.0
528,asia stocks muted as china data  wall st weighed,0.0
529,atanu sen becomes new md  ceo of sbi life,0.0
530,axis bank foreign shareholding crosses per cent limit,0.0
531,banking stocks to see lot of traction  mitesh thacker,1.0
532,bayer cropscience plans rs crore share buyback offer,0.0
533,bosch appoints guenter weber as regional president in india,0.0
534,bourses ask companies to comply with corporate governance norms,0.0
535,bpcl hires four banks for us dollar bond offering,0.0
536,brokerages have mixed views on wipro post q4 results,0.0
537,brokers seek reduction in option trading charges at nse,0.0
538,bse and nse announce trading holiday on april ,0.0
539,bse opens investor centres at lucknow  vadodara and patna,0.0
540,bse to foray into commodities trading with new platform,0.0
541,ccd may be valued at  1bn in april ipo,0.0
542,ceat fairly priced at the current levels  nitin raheja,0.0
543,central bank of india housing finance subsidiary eyes ipo,0.0
544,century textiles posts rs 58 crore profit in q3,0.0
545,china funds raise equity allocations as buy in opportunities rise,0.0
546,china slaps restrictions on securities and futures institutions,0.0
547,china yuan almost unchanged after moving in narrow range,0.0
548,choose nbfcs which have muliple products including insurance prateek agarwal,0.0
549,coal india board appoints m viswanathan as company secretary,0.0
550,cosmo films to raise rs crore through qip,0.0
551,create framework to fight cyber attacks on markets  sebi,0.0
552,dalit entrepreneurs celebrate the launch of dicci s mumbai chapter,0.0
553,david lau appointed gm of singapore airlines in india,0.0
554,did federal reserve s janet yellen just enter currency wars ,0.0
555,dlf asked to give fund requirement plans for interim relief,0.0
556,do not see nifty testing levels  ur bhat,0.0
557,does sesa sterlite look attractive as sc lifts ban ,0.0
558,dollar steadies in asian markets despite weak gdp data,0.0
559,ennore port to approach shipping ministry for ipo approval,0.0
560,espirito santo securities appoints premal madhavji as equities head,0.0
561,eveready industries records q4 profit at rs 44 crore,0.0
562,expect nifty to hover around 6100 levels  mitesh thacker,0.0
563,expect nifty to hover around 6100 levels  sandeep wagle,0.0
564,expect nifty50 to trade in 700 range  mitesh thacker,0.0
565,f o tracker  nifty likely to cap resistance at ,0.0
566,f o  next support of nifty seen around levels,0.0
567,financial technologies investors have a tough call to make,0.0
568,force motors q3 net profit at rs 99 crore,0.0
569,fortis healthcare december quarter profit at rs 09 crore,0.0
570,gammon india to issue rs crore debentures to promoters,0.0
571,get ready to test 650 700 on nifty  sandeep wagle,0.0
572,global design pact  ikea to rope in nift students,0.0
573,gold steady near  160  us dollar  data in focus,0.0
574,gopal vittal to be managing director at bharti airtel,0.0
575,government plans to curb rbi role in financial markets,0.0
576,govt goes on hunt for a new fmc chief,0.0
577,growth more promising in midsize it companies  deven choksey,1.0
578,has ril turned the corner  some analysts think so,0.0
579,have stock specific view on consumer durables space  hemindra hazari,0.0
580,hcl q3 results  five things to watch out for,0.0
581,hdfc seeks to raise rs crore via bonds,0.0
582,healing process continues  investors need to be patient  clsa,0.0
583,heard on the street  dabba trading on sebi radar,0.0
584,heidelberg cement india to raise rs cr through ncds,0.0
585,heritage foods to reward shareholders with 1 bonus issue,0.0
586,hero motocorp appoints sanjay jorapur as chief hr officer,0.0
587,idbi looking at fpo to shore up capital base,0.0
588,idfc ex md nikhil vora fund gets first mega investor,0.0
589,idfc to remain in 140 range  says jagannadham thunuguntla,0.0
590,iea says oil supply boost may defer market tightening,0.0
591,immediate support for rupee is placed at 10  bonanza,-1.0
592,immediate target for nifty is 6250  sandeep wagle  aptart,0.0
593,indian markets not trading at cheap valuations  anish damania,0.0
594,indigo set to launch rs 500 crore initial public offering,0.0
595,infosys  march guidance for next fiscal is very crucial,0.0
596,infosys q4 results  five things to watch out for,0.0
597,insecticides india s q4 net profit at rs 13 crore,0.0
